1,2004-04-01,"Konica Minolta Business Solutions (Canada), Ltd","0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,20330.0
1,2004-05-31,Hilton Lac Leamy,0499 Autres services professionnels non précisés ailleurs,Non,20300.0
1,2004-04-01,Roma Verde,0646 Bâtiments résidentiels,Non,20232.0
1,2004-04-01,SERVICIOS PROFESIONALES EN,0811 Nettoyage d'immeubles à contrat,Non,20177.82
1,2004-05-01,Mena Ghattas,"0819 Contrats de services personnels non professionnels, non spécifiés ailleurs",Non,20160.0
1,2004-05-04,Doucet's Moving & Storage,0859 Autres services commerciaux qui ne sont pas précisés ailleurs,Non,20116.0
1,2004-06-28,Centre de l'Excellence Linguistique,0446 Conseillers en formation,Non,20073.2
1,2004-05-17,Ken Geall,0499 Autres services professionnels non précisés ailleurs,Non,20000.0
1,2004-04-01,DR.HILARY ROBINSON,0453 Médecins et chirurgiens,Non,20000.0
1,2004-06-29,The Bell Telephone Company of Canad,"1227 Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",Non,19932.0
1,2004-04-30,FORMATION ROUTIER PROFESSIONNELLE,0499 Autres services professionnels non précisés ailleurs,Non,19800.0
1,2004-04-21,PRINTERS PLUS,0321 Services d'imprimerie,Non,19774.0
1,2004-04-25,"Yokohama System Mover Co., Ltd.",0208 Réinstallation des employés à l'extérieur du Canada et(ou) au retour,Non,19747.69
1,2004-04-01,BELTEK CANADIAN WATER LIMITED,0703 Égouts et eau,Non,19720.0
1,2004-04-13,John Mearsheimer,0491 Services de conseillers en gestion,Non,19662.85
1,2004-06-23,BOYD MOVING & STORAGE LTD.,0859 Autres services commerciaux qui ne sont pas précisés ailleurs,Non,19651.52
1,2004-05-26,EXCEL HUMAN RESOURCES,0813 Services d'aide temporaire,Non,19311.07
1,2004-06-14,R. WALLACE BROWN,0491 Services de conseillers en gestion,Non,19260.0
1,2004-04-01,"Konica Minolta Business Solutions (Canada), Ltd","0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,19260.0
1,2004-05-17,Les Entreprises Stephane Frappier,0813 Services d'aide temporaire,Non,19200.0
1,2004-04-06,York University,0492 Contrats de recherche,Non,19139.02
1,2004-05-07,MHPM PROJECT MANAGERS INC.,0499 Autres services professionnels non précisés ailleurs,Non,19107.0
1,2004-06-01,PROGESTIC INTERNATIONAL INC.,0401 Services de comptabilité et de vérification,Non,19099.5
1,2004-06-07,SAS Institute Canada Inc.,"1227 Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",Non,19096.29
1,2004-04-19,EXCEL HUMAN RESOURCES,0813 Services d'aide temporaire,Non,19000.95
1,2004-04-19,Chapman Facility Group,0499 Autres services professionnels non précisés ailleurs,Non,19000.0
1,2004-05-07,Christine Short,0499 Autres services professionnels non précisés ailleurs,Non,18982.0
1,2004-04-02,"JTB Cargo, Inc.",0208 Réinstallation des employés à l'extérieur du Canada et(ou) au retour,Non,18817.72
1,2004-06-01,BERLITZ LANGUAGE CENTER,0446 Conseillers en formation,Non,18814.89
1,2004-05-31,BELL CANADA,0669 Matériel de télécommunications,Non,18778.05
1,2004-04-01,REETA PATHAK,0454 Personnel paramédical,Non,18775.0
